<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20180507,000000,9600.0000000,9619.5500000,9162.8500000,9353.0000000,9135
20180508,000000,9356.2500000,9463.1300000,9050.0000000,9177.8200000,9179
20180509,000000,9177.8100000,9370.0000000,8960.0000000,9300.0800000,6757
20180510,000000,9300.0800000,9386.3200000,9001.0100000,9010.5100000,6401
20180511,000000,9010.5100000,9010.5100000,8351.0000000,8403.3300000,16698
20180512,000000,8403.3300000,8658.5700000,8223.4300000,8475.0000000,10059
20180513,000000,8474.3100000,8774.3200000,8345.0000000,8686.1000000,6276
20180514,000000,8686.1000000,8880.0100000,8289.7900000,8670.0000000,13090
20180515,000000,8670.0000000,8847.0000000,8420.4500000,8477.4600000,9653
20180516,000000,8477.4700000,8500.0000000,8103.3300000,8344.0000000,7414
20180517,000000,8344.0100000,8483.4800000,8001.0000000,8059.0000000,7369
20180518,000000,8059.0000000,8280.0000000,7927.2100000,8238.5100000,7842
20180519,000000,8238.5100000,8390.0000000,8152.5400000,8235.6000000,3011
20180520,000000,8235.6000000,8600.0000000,8172.0000000,8516.8600000,3470
20180521,000000,8516.8600000,8584.3900000,8309.2300000,8393.4400000,4949
20180522,000000,8393.4300000,8400.0000000,7950.0000000,7987.7000000,4937
20180523,000000,7987.7000000,8030.0600000,7433.1900000,7505.0000000,13316
20180524,000000,7505.0100000,7734.9900000,7269.0000000,7584.1500000,9808
20180525,000000,7584.1500000,7661.8500000,7326.9400000,7459.1100000,8290
20180526,000000,7459.1100000,7640.4600000,7287.2300000,7337.9500000,3940
20180527,000000,7337.9400000,7392.7000000,7229.0100000,7346.6400000,3835
20180528,000000,7346.6400000,7444.8000000,7087.0000000,7107.9400000,6346
20180529,000000,7107.9400000,7524.9900000,7058.0000000,7460.0000000,9937
20180530,000000,7460.0000000,7557.7800000,7272.7100000,7380.0100000,6016
20180531,000000,7380.0000000,7609.9900000,7340.0000000,7485.0000000,5500
20180601,000000,7485.0000000,7599.9900000,7351.0100000,7514.3200000,6444
20180602,000000,7514.3200000,7697.0900000,7440.0000000,7636.4200000,4824
20180603,000000,7636.4100000,7777.0000000,7583.2400000,7706.3700000,4595
20180604,000000,7706.3700000,7747.5700000,7447.6100000,7487.3700000,5701
20180605,000000,7487.3700000,7677.5000000,7355.0000000,7612.5100000,4809
20180606,000000,7612.5100000,7691.0000000,7484.0000000,7655.0000000,5421
20180607,000000,7655.0000000,7747.0000000,7635.0000000,7684.9300000,4738
20180608,000000,7684.9300000,7690.0000000,7536.5800000,7618.8000000,3701
20180609,000000,7616.0000000,7680.0000000,7468.0000000,7496.4000000,2159
20180610,000000,7496.4100000,7496.4100000,6652.0000000,6770.3100000,17539
20180611,000000,6770.3100000,6913.8200000,6666.6600000,6881.0000000,10777
20180612,000000,6881.0000000,6885.8400000,6450.0000000,6545.0000000,5292
20180613,000000,6549.4700000,6618.9500000,6135.0000000,6302.3100000,14680
20180614,000000,6302.3200000,6750.0000000,6269.0000000,6638.4900000,13875
20180615,000000,6638.4900000,6660.0000000,6370.0000000,6391.2200000,6443
20180616,000000,6391.2100000,6549.9900000,6330.0000000,6484.2900000,4270
20180617,000000,6484.3000000,6570.0100000,6428.1400000,6447.1600000,2925
20180618,000000,6447.1500000,6807.6400000,6385.0000000,6709.0200000,7701
20180619,000000,6709.1900000,6829.0600000,6670.0100000,6736.4100000,5890
20180620,000000,6736.4100000,6817.0000000,6557.6600000,6759.1800000,6024
20180621,000000,6759.5400000,6787.0000000,6682.3000000,6719.0100000,3947
20180622,000000,6719.0100000,6725.0000000,5921.2100000,6059.8200000,11803
20180623,000000,6059.8200000,6250.0000000,6040.0100000,6178.2900000,5717
20180624,000000,6178.2900000,6255.8000000,5777.0000000,6149.9900000,12650
20180625,000000,6150.0000000,6340.0100000,6070.1300000,6246.0100000,8873
20180626,000000,6246.0100000,6271.0000000,6044.9900000,6074.0000000,5026
20180627,000000,6074.0100000,6175.4300000,5983.5600000,6132.1700000,6471
20180628,000000,6132.1600000,6161.4700000,5816.6000000,5851.6600000,6214
20180629,000000,5850.2500000,6299.9900000,5790.0100000,6202.3600000,8356
20180630,000000,6202.3600000,6520.1500000,6185.0000000,6383.1900000,6477
20180701,000000,6383.1900000,6424.1400000,6256.7600000,6349.5000000,3761
20180702,000000,6349.5000000,6669.9900000,6270.0100000,6611.7900000,7850
20180703,000000,6611.7900000,6673.9900000,6465.0000000,6502.6200000,5593
